Name; Value; Type; Description
dota_selector_fulldeck_dynamic; 1; cl, a; If set, choose the full deck mode dynamically (Legacy for All Heroes, Turntable for subsets (SD/RD)
dota_selector_fulldeck_mode; 0; cl; 0 = Turntable Heroes, 1 = Legacy Mode. Can be overridden by dota_selector_fulldeck_dynamic.
dota_send_courier_killed; 1; sv; 
dota_server_allow_custom_games; 0; sv; Where this server makes itself available to host custom games:  0 = both regular and custom, 1 = regular only, 2 = custom only
dota_server_lobby_debug; cmd; ; Prints server lobby object
dota_server_projection_fow_check; 1; sv; 
dota_server_projection_spectator_only; 1; sv; 
dota_set_lobby_details; cmd; ; Set game/team names
dota_settings_quick_target_attack; 0; cl, a; 
dota_settings_targeted_attack_move; false; per-user; 
dota_settings_targeted_attack_move_radius; 200; cl, cheat; 
dota_sf_force_ready_up_dialog; 0; cl; 1 to force dialog immediately, 2 to force ready dialog when we lose focus
dota_sf_game_end_delay; 0; sv, rep; Delay before the end game panel animation (XP + scoreboard) starts once a game is ended
dota_sf_hero_selection_seen; 1; cl, a; Has this player seen the hero picker yet?
dota_sf_hud_actionpanel; 1; cl; 
dota_sf_hud_betting; 0; cl; 
dota_sf_hud_channelbar; 1; cl; 
dota_sf_hud_chat; 1; cl; 
dota_sf_hud_chat_wheel; 1; cl; 
dota_sf_hud_chat_wheel_debug; 0; cl; 
dota_sf_hud_combat_log; 1; cl; 
dota_sf_hud_error_msg; 1; cl; 
dota_sf_hud_fight_recap; 1; cl; 
dota_sf_hud_force_broadcaster_selection; 0; cl; Set to 1 to force broadcaster selection panel to be visible. Set to -1 to force panel to be always hidden
dota_sf_hud_force_captainsmode; 0; cl; 
dota_sf_hud_force_heroselection; 0; cl, cheat; 
dota_sf_hud_force_inspect; 0; cl; 
dota_sf_hud_force_killcam; 0; cl; 
dota_sf_hud_force_spec; 0; cl; 
dota_sf_hud_force_teamname; 0; cl; 
dota_sf_hud_gameend; 1; cl; 
dota_sf_hud_header_display_time; 7; cl; 
dota_sf_hud_herodisplay; 1; cl; 
dota_sf_hud_heroselection; 1; cl; 
dota_sf_hud_inventory; 1; cl; 
dota_sf_hud_killcam_local_player_items; 0; cl; 
dota_sf_hud_overlay; 1; cl; 
dota_sf_hud_questlog; 1; cl; 
dota_sf_hud_report_dialogue; 0; cl, cheat; 
dota_sf_hud_shared_content; 1; cl; 
dota_sf_hud_shared_units; 1; cl; 
dota_sf_hud_shop; 1; cl; 
dota_sf_hud_shop_tree_animtime; 0; cl; 
dota_sf_hud_spectator_graph; 1; cl; 
dota_sf_hud_spectator_harvest; 1; cl; 
dota_sf_hud_spectator_items; 1; cl; 
dota_sf_hud_spectator_override; 0; cl; 
dota_sf_hud_stats_dropdown; 1; cl; 
dota_sf_hud_top; 1; cl; 
dota_sf_hud_voicechat; 1; cl; 
dota_sf_hud_voicechat_loud_value; 1; cl; 
dota_sf_hud_voicechat_quiet_value; 0; cl; 
dota_sf_hud_waitingforplayers; 1; cl; 
dota_sf_max_reward_wait; 4; cl; Max time we wait for reward message from the GC
dota_sf_spectate_teamname_dire; 0; cl; International 2012: for testing, override the team ID # for the dire.
dota_sf_spectate_teamname_overrides; 1; cl; International 2012: enable override of 'radiant's turn to ban' with 'navi's turn to ban'.
dota_sf_spectate_teamname_radiant; 0; cl; International 2012: for testing, override the team ID # for the radiant.
dota_sf_spectate_ti_stream; 0; cl; 
dota_sf_victory_message_duration; 3; cl; Duration victory message is shown in game end
dota_shop_force_hotkeys; false; per-user; 
dota_shop_recommended_open; 0; cl, a; 
dota_shop_use_prototype; 0; cl, a; Use the prototype store instead of the old one
dota_shop_view_mode; 1; cl, a; 
dota_show_combatlog; cmd; ; 
dota_show_heightmap; 0; sv, cheat; 
dota_show_hero_finder; true; per-user; 
dota_show_itempickups; 1; cl; 
dota_show_nav_obstructions; 0; sv, cheat; 
dota_show_object_obstructions; 0; sv, cheat; 
dota_show_post_game_page; 0; cl; 
dota_show_spectated_unit_orders; 0; cl; Log unit orders from other players while spectating/watching replays
dota_show_spectator_tournament_drops; 1; cl, a; Set to 1 for spectators directly connected to the game server to be able to see tournament drop messages
dota_silent_roshan; 0; cl; Be quiet Rosh, the pros are trying to kill you
dota_smart_doubletap; true; per-user; 
dota_sort_steam_inventory; cmd; ; Sort the steam inventory layout.
dota_spawn_creeps; cmd; ; Force spawn of all lane creeps.
dota_spawn_creeps_mid; cmd; ; Force spawn of all mid lane creeps.
dota_spawn_neutrals; cmd; ; Force spawn of all neutrals.
dota_spawn_rune; cmd; ; Spawns a rune
dota_special_attack_delay; 0; sv, cheat; 
dota_spectator_auto_select_country_code; 0; cl; Set to a country code string to auto-select that language on game start
dota_spectator_auto_spectate_games; 0; cl; Automatically spectate available games.  Set to a LeagueID to auto spectate games from that league.
dota_spectator_autospeed; 0; cl; Toggle Directed mode auto speed control.
dota_spectator_autospeed_fast; 2; cl; 
dota_spectator_autospeed_fastest; 4; cl; 
dota_spectator_autospeed_slowmo; 1; cl; 
dota_spectator_autospeed_slowmo_slow; 0; cl; 
dota_spectator_autospeed_slowmo_slowest; 0; cl; 
dota_spectator_debug; 0; cl; 
dota_spectator_decreasereplayspeed; cmd; ; 
dota_spectator_directed_bonusz; 75; cl; 
dota_spectator_directed_hero_timer; 2; cl; 
dota_spectator_directed_maxdistance; 820; cl; 
dota_spectator_directed_mouse_bias; 400; cl; 
dota_spectator_directed_mouse_control; 0; cl; 
dota_spectator_directed_player_perspective; 0; cl; 
dota_spectator_directed_spline_time; 1; cl; 
dota_spectator_fog_of_war; -1; cl; Set fog of war spectator mode. -1:All 2:Radiant 3:Dire
dota_spectator_force_dvr; cmd; ; 
dota_spectator_fowtoggle; cmd; ; 
dota_spectator_graph_interval; 3; sv; Seconds between each graph update.  Each update will update one stat for one player.
dota_spectator_graph_networking_enabled; 1; sv; 0 to disable graph data networking for perf comparisons.
dota_spectator_graph_networking_override; 0; sv; 1 to enable graph data networking for all clients.
dota_spectator_graph_per_player_stats; 0; sv; Set to enable creation and networking of per player stats.
dota_spectator_graph_print; cmd; ; Prints spectator graph debug info
dota_spectator_graph_send_interval; 10; sv; Seconds between each graph update and tranmission.
dota_spectator_hero_index; 0; cl; 
dota_spectator_increasereplayspeed; cmd; ; 
dota_spectator_interest_ratio; 0; cl, a; What ratio to show the interest bubble at (0 for 'never'). Red will show at double this ratio.
dota_spectator_mode; 0; cl; Toggles the spectator mode: 0=Directed - 1=Free Cam - 2=Hero Chase - 3=PlayerView
dota_spectator_pausetoggle; cmd; ; 
dota_spectator_resetreplayspeed; cmd; ; 
dota_spectator_revertcameraview; cmd; ; 
dota_spectator_rewind; cmd; ; 
dota_spectator_select_under_mouse; cmd; ; 
dota_spectator_selectnexthero; cmd; ; 
dota_spectator_selectprevioushero; cmd; ; 
dota_spectator_shoulder_view; 0; cl; 
dota_spectator_shoulder_view_forward; -300; cl; 
dota_spectator_shoulder_view_override_angles_pitch; 25; cl; 
dota_spectator_shoulder_view_right; 0; cl; 
dota_spectator_shoulder_view_up; 75; cl; 
dota_spectator_stats_panel; 0; cl; Current spectator stats panel. 1 = scoreboard, 2 = gold+xp, 3 = items, 4 = graph, 5 = fantasy
dota_spectator_statstoggle; cmd; ; 
dota_spectator_test_spectator_view; 0; cl; 
dota_spectator_use_broadcaster_stats_panel; false; per-user; 
dota_spectator_watching_broadcaster; 0; cl; Indicates if you are watching a broadcaster in player view, so that the handling of selection can be treated differently. Meaningless when not in player view specator mode.
dota_speech_emotes; 1; sv; Set 0 to disable emotes.
dota_speech_hardcoded_respeak_delay; 1; sv, rep, cheat; Certain speech concepts will not be said more than once per (n) seconds. Set to 0 to disable.
dota_speech_level; 2; cl, a; Mutes certain parts of the units speech: 0 = no speech, 1 = only events, 2 = all
dota_speech_meepo_pitch; 5; cl, cheat; Increase the pitch of every successive meepo voice by this many %
dota_speech_missinglane_call_interval; 10; sv, cheat; Bots will call 'missing' on a lane no more than once per this many seconds.
dota_speech_missinglane_call_threshold; 8; sv, cheat; Bots will call 'missing' on a lane if an opponent has been gone this many seconds.
dota_speech_mute_time; 1; sv, rep; 
dota_speech_proximity_interval; 5; sv, cheat; Once per (n) seconds, one hero will poll for TLK_ALLY_NEARBY. Because there are ten heroes this means each hero will poll once per n*10 seconds. Set 0 to disable altogether.
dota_speech_proximity_radius; 500; sv, cheat; Heroes nearer than this distance will poll for the TLK_ALLY_NEARBY concept.
dota_speech_shop_dawdle_interval; 15; sv; Play 'dawdling' line from shopkeeper after hero has been in shop this long.
dota_speech_shop_enter_interval; 30; sv; At least this many seconds must pass between shopkeeper greeting someone to his shop.
dota_speech_shopkeeper; 0; sv, cheat; Enable or disable shopkeepers' speech.
dota_speech_test; cmd; ; Play an arbitrary speech VCD as if it were coming out of the local player.
dota_speech_test_cycle; cmd; ; 
dota_spew_connected_players; 0; sv; If enabled, server will spew connected player GC updates 
dota_splash_ad_acknowledged_id; 14; per-user; 
dota_start_ai_game; 0; sv, rep; 
dota_state_disconnect; cmd; ; Transition to disconnect state on a listen server
dota_statmanager_debug; 0; sv; Enables debug spew for the stat manager. 0 = off, 1 = on, 2 = verbose.
dota_steamcontroller_view_acceleration_exponent; 1; cl, a; 
dota_steamcontroller_view_cardinal_bias; 0; cl, a; 
dota_steamcontroller_view_cardinal_bias_diagonal; 0; cl, a; 
dota_steamcontroller_view_distance_scale; 1; cl, a; 
dota_steamcontroller_view_haptic_intensity; 2; cl, a; 
dota_steamcontroller_view_mode; 0; cl, a; 
dota_steamcontroller_view_sensitivity; -5; cl, a; 
dota_stencil_glows; 1; cl; Enable stencil of glows.
dota_stop; cmd; ; 
dota_store_available_items_duration; 600; cl; 
dota_store_data_cache_duration; 300; cl; 
dota_store_data_retry_delay; 30; cl; 
dota_summoned_units_auto_attack_mode; 1; per-user; 
dota_suppress_invalid_orders; 0; sv, cheat; 
dota_surrender_on_disconnect; 1; sv; If enabled, a team will surrender if all players on that team disconnect
dota_surrender_timeout; 360; sv; Delay after an entire team has disconnected before timing the game out.
dota_surrender_timeout_abandoner; 30; sv; Delay after an entire team has disconnected before timing the game out when someone has abandoned.
dota_surrender_timeout_all_abandoned; 3; sv; Delay after an entire team has officially left the game (not just disconnected from the server) before timing the game out.
dota_sv_ogs_itemevents; 0; sv; When enabled, this will handle logging to ogs of item events, otherwise it will omit this logging
dota_swap_mouse_spellcast; 0; cl, a; 
dota_takeherophotos; cmd; ; Take a single full body shot of each hero.
dota_team_showcase_enabled_ap; 0; sv, rep, cheat; 
dota_team_showcase_enabled_cm; 0; sv, rep, cheat; 
dota_team_showcase_stat_panel_visible_duration; 2; cl; 
dota_teamscore_enable; 1; sv, rep; 
dota_test_buyback; cmd; ; 
dota_test_custom_game_save; cmd; ; Test custom game saving, only available from dota_launch_custom_game
dota_test_glyph; cmd; ; 
dota_test_npc; cmd; ; Creates a testing npc
dota_test_team_showcase; cmd; ; Begin pregame team showcase mode
dota_ti_onstage_pods; 0; cl; 
dota_ti_onstage_pods_buyback; 1; cl; 
dota_ti_onstage_pods_buyback_available; 1; cl; 
dota_ti_onstage_pods_buyback_duration; 5; cl; 
dota_ti_onstage_pods_force_video_0; 0; cl; 
dota_ti_onstage_pods_force_video_1; 0; cl; 
dota_ti_onstage_pods_item_pickup; 1; cl; 
dota_ti_onstage_pods_item_time; 4; cl; 
dota_ti_onstage_pods_level_up_time; 4; cl; 
dota_ti_onstage_pods_player_pics; 1; cl; 
dota_ti_onstage_pods_rapier; 1; cl; 
dota_ti_onstage_pods_reversed_seats; 0; cl; 
dota_ti_onstage_pods_secret_info; 1; cl; 
dota_ti_onstage_pods_use_short; 0; cl; 
dota_ti_onstage_side; 0; cl, a; 
dota_ti_onstage_side_hero_rotation; 0; cl; 
dota_ti_onstage_side_highlight_scoreboard; 0; cl, a; 
dota_ti_onstage_side_scoreboard_rotate_time; 3; cl, a; 
dota_ti_override_home_team; 0; cl; 
dota_ti_podseats_data_file; 0; cl, a; 
dota_time_before_event_replay; 2; cl; 
dota_time_of_day_rate; 0; sv, rep, cheat; Rate at which time of day changes relative to game seconds
dota_tod_slow_transition_speed; 0; cl, cheat; 
dota_tod_transition_speed; 1; cl, cheat; 
dota_toggle_assisted_camera_operator; cmd; ; Toggle assisted camera operator mode. This is a hybrid of Directed mode with operator control.
dota_toggle_broadcaster_cameraman; cmd; ; toggle cameraman
dota_toggle_combatlog; cmd; ; 
dota_toggle_free_camera; cmd; ; Toggle free camera mode. Only available in DotaTV and replays.
dota_toggle_tree_visualization; cmd; ; 
dota_topbar_buyback_time; 10; cl; 
dota_trading_show_requests_from; 0; per-user; 
dota_tree_try_to_make_solid; cmd; ; 
dota_treerespawn; cmd; ; Respawns all trees on the map.
dota_tutorial_actionpanel; 1; sv, rep; 
dota_tutorial_camera_location_dist; 500; sv, rep; 
dota_tutorial_debug; 1; sv, rep; 
dota_tutorial_disable_bot_situational_items; 0; sv, cheat; 
dota_tutorial_fadespeed; 150; cl; 
dota_tutorial_force_bot_defend; 0; sv, cheat; 
dota_tutorial_force_finish; 0; cl; 
dota_tutorial_force_learn_ability; -1; sv, rep; 
dota_tutorial_game; 0; sv, rep; 
dota_tutorial_heroselection; 1; sv, rep; 
dota_tutorial_log_bot_game; 0; cl; 
dota_tutorial_log_hero; 0; cl; 
dota_tutorial_move_location_dist; 225; sv, rep; 
dota_tutorial_percent_bot_exp_decrease; 0; sv, cheat; 
dota_tutorial_percent_damage_decrease; 0; sv, cheat; Percentage decrease to apply on damage on the player character.
dota_tutorial_prevent_exp_gain; 0; sv, cheat; 
dota_tutorial_prevent_start; 0; sv, cheat; 
dota_tutorial_roquelaire_keepdistance; 0; sv; 
dota_tutorial_roquelaire_useperches; 0; sv; 
dota_tutorial_see_enemy; 1; sv; 
dota_tutorial_show_tower_damage; 0; sv, cheat; 
dota_tutorial_skip_pregame; 0; sv, cheat; 
dota_tutorial_start; cmd; ; 
dota_tutorial_start_lesson; 0; sv, rep; 
dota_tutorial_state_change_delay; 2; sv, rep; 
dota_tutorial_stop_daynightcycle; 0; sv, cheat; 
dota_tutorial_usemodifierforanim; 1; sv; 
dota_ugc_binary; 0; cl; 
dota_ui_armory_build_on_demand; 1; cl; 
dota_ui_armory_is_category_view; true; per-user; 
dota_ui_armory_item_duplicate; 1; cl; 
dota_ui_stats_chance; 0; cl; Chance of client tracking UI stats
dota_ui_stats_debug; 0; cl; Print debug spew for UI stat tracking
dota_unit_alert_radius; 500; sv, cheat; 
dota_unit_alert_range; 1800; sv, cheat; 
dota_unit_anger_cooldown; 2; sv, cheat; 
dota_unit_anger_duration; 2; sv, cheat; 
dota_unit_anger_radius; 500; sv, cheat; 
dota_unit_blocked_angle_threshold; 0; sv, cheat; 
dota_unit_blocked_look_ahead_angle_threshold; 0; sv, cheat; 
dota_unit_blocked_wait_time; 0; sv, cheat; 
dota_unit_blocked_wait_time_long; 0; sv, cheat; 
dota_unit_blocked_wait_time_mid; 0; sv, cheat; 
dota_unit_cache_npc_searches; 1; sv, cheat; Whether to reuse a unit's search cache every frame to avoid obstruction manager queries.
dota_unit_damage_event_window; 2; sv, cheat; Window (in seconds) that we track damage events for future health value extrapolation.
dota_unit_debug_acquisition_range; 0; sv, cheat; Shows the acquisition range for selected units (Green circle)
dota_unit_debug_attack; 0; sv, cheat; 
dota_unit_debug_attack_range; 0; sv, cheat; Shows the attack range for selected units (Red circle)
dota_unit_debug_vision_range; 0; sv, cheat; Shows the vision range for selected units (Teal circle)
dota_unit_draw_health_bar; 1; cl; 
dota_unit_draw_paths; 0; sv, cheat; 
dota_unit_health_bar_offset; -1; cl; 
dota_unit_hero_glows; 0; cl; 
dota_unit_interact_flash_duration; 0; cl, a; 
dota_unit_lean_angle; 90; sv, rep; 
dota_unit_lean_enable; 1; sv, rep; 
dota_unit_lean_rate; 3; sv, rep; 
dota_unit_movetodirection; cmd; ; 
dota_unit_movetodirection; cmd; ; 
dota_unit_short_path_search_debug; 0; sv, cheat; 
dota_unit_show_bounding_radius; 0; sv, cheat; 
dota_unit_show_collision_radius; 0; sv, cheat; 
dota_unit_show_missing_selection_boxes; 0; cl; 
dota_unit_show_selection_boxes; 0; cl, cheat; Draws selection hitboxes. 0 = off, 1 = non-trees, 2 = trees, 3 = all entities.
dota_unit_sink_delay; 4; cl; 
dota_unit_sink_speed; 50; cl; 
dota_unit_use_player_color; 0; cl; 
dota_unit_z_speed; 200; cl; 
dota_unpause_countdown; 3; sv, cheat; 
dota_unpause_mass_disconnect_cooldown; 86400; sv, cheat; 
dota_update_connected_players_check_time; 1; sv, cheat; How often the server should check if it needs to update the GC in seconds
dota_update_connected_players_send_time; 2; sv, cheat; Minimum send interval: Don't check for lobby vs game state discrepancies if we've sent a message within N seconds
